PersonaID,AgeGroup,Gender,EducationLevel,OccupationSector,Region,PoliticalIdeology,Trust_ScienceInstitutions,Belief_ClimateExists,Emotional_WorryAboutClimate,BehaviouralOrientation,SocialConnectivity
P0153,45+,Female,Bachelor’s,Service/Office,Europe-North,Liberal,Moderate,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0215,25-34,Female,High School or less,Manufacturing/Industrial,Global South,Liberal,Low,Strongly agree,Very worried,Neutral,Low
P0850,45+,Female,Bachelor’s,Service/Office,US Midwest,Moderate Conservative,Very low,Strongly agree,Very worried,Neutral,Medium
P0849,25-34,Male,Master’s/PhD,Education/Academic,US Midwest,Liberal,Very high,Strongly agree,Very worried,Neutral,Low
P0216,25-34,Male,High School or less,Tech/IT,Other,Liberal,Moderate,Strongly agree,Somewhat worried,Neutral,High
P0789,35-44,Female,Master’s/PhD,Construction/Outdoor,Global South,Moderate Liberal,Moderate,Strongly agree,Very worried,Neutral,High
P0156,45+,Female,High School or less,Service/Office,Global South,Centrist,Low,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0205,25-34,Male,High School or less,Service/Office,US Northeast,Moderate Liberal,Moderate,Strongly agree,Very worried,Neutral,Medium
P0164,45+,Female,High School or less,Tech/IT,Europe-North,Liberal,Moderate,Strongly agree,Very worried,Neutral,Medium
P0184,35-44,Female,High School or less,Service/Office,US Midwest,Moderate Liberal,Low,Strongly agree,Somewhat worried,Somewhat inactive,Low
P0185,45+,Other/Non-binary,Bachelor’s,Environmental/NGO,Europe-North,Liberal,High,Strongly agree,Somewhat not worried,Somewhat inactive,Low
P0186,18-24,Female,High School or less,Manufacturing/Industrial,Europe-North,Centrist,Very low,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0188,35-44,Male,Master’s/PhD,Service/Office,Global South,Moderate Liberal,High,Strongly agree,Somewhat worried,Neutral,Medium
P0817,45+,Female,Bachelor’s,Education/Academic,US Northeast,Moderate Liberal,Low,Strongly agree,Somewhat worried,Neutral,Medium
P0200,45+,Female,Bachelor’s,Environmental/NGO,US Northeast,Moderate Liberal,Low,Strongly agree,Not worried at all,Not oriented to action,Medium
P0854,45+,Female,Bachelor’s,Service/Office,Europe-North,Moderate Liberal,Moderate,Strongly agree,Very worried,Neutral,Medium
P0201,45+,Male,High School or less,Environmental/NGO,US West,Moderate Liberal,Very low,Strongly agree,Neutral / not very worried,Somewhat inactive,High
P0804,35-44,Other/Non-binary,Master’s/PhD,Tech/IT,US Northeast,Liberal,Moderate,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0198,18-24,Male,Master’s/PhD,Public sector,Europe-North,Liberal,Moderate,Strongly agree,Somewhat worried,Somewhat inactive,Low
P0815,25-34,Female,Master’s/PhD,Construction/Outdoor,Global South,Centrist,Very high,Strongly agree,Somewhat worried,Neutral,Low
P0197,25-34,Female,Bachelor’s,Public sector,US Northeast,Centrist,Very high,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0196,45+,Female,Master’s/PhD,Education/Academic,US Northeast,Moderate Liberal,High,Strongly agree,Very worried,Neutral,Medium
P0809,25-34,Male,Master’s/PhD,Environmental/NGO,Other,Liberal,Moderate,Strongly agree,Not worried at all,Somewhat inactive,Low
P0814,45+,Male,High School or less,Tech/IT,US South,Liberal,Low,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0190,45+,Female,Bachelor’s,Construction/Outdoor,US South,Moderate Liberal,Low,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0805,45+,Female,Bachelor’s,Farming/Agriculture,Europe-North,Conservative,High,Strongly agree,Very worried,Somewhat inactive,Medium
P0795,25-34,Female,Master’s/PhD,Education/Academic,US Midwest,Liberal,Moderate,Strongly agree,Very worried,Somewhat inactive,High
P0823,45+,Male,High School or less,Service/Office,US Northeast,Liberal,Low,Strongly agree,Somewhat worried,Neutral,Low
P0203,25-34,Male,High School or less,Construction/Outdoor,US Midwest,Moderate Liberal,Moderate,Strongly agree,Somewhat worried,Neutral,High
P0170,45+,Female,Bachelor’s,Farming/Agriculture,Europe-North,Liberal,Very high,Strongly agree,Somewhat worried,Neutral,Medium
P0839,45+,Male,Bachelor’s,Tech/IT,US Northeast,Moderate Liberal,High,Strongly agree,Somewhat worried,Neutral,High
P0838,35-44,Other/Non-binary,Master’s/PhD,Environmental/NGO,Global South,Liberal,High,Strongly agree,Somewhat worried,Neutral,Low
P0171,45+,Other/Non-binary,High School or less,Education/Academic,US Northeast,Moderate Conservative,Low,Strongly agree,Somewhat worried,Neutral,Medium
P0173,45+,Female,Bachelor’s,Service/Office,US West,Centrist,Moderate,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0174,18-24,Male,Bachelor’s,Farming/Agriculture,Europe-North,Liberal,Moderate,Strongly agree,Very worried,Neutral,Medium
P0796,18-24,Female,High School or less,Service/Office,Global South,Centrist,Very high,Strongly agree,Somewhat worried,Neutral,Medium
P0801,45+,Male,Bachelor’s,Construction/Outdoor,Europe-North,Liberal,Low,Strongly agree,Neutral / not very worried,Somewhat inactive,High
P0833,45+,Other/Non-binary,Bachelor’s,Education/Academic,US South,Liberal,High,Strongly agree,Very worried,Somewhat inactive,Low
P0831,45+,Male,Master’s/PhD,Service/Office,Global South,Liberal,High,Strongly agree,Neutral / not very worried,Somewhat inactive,High
P0176,35-44,Female,Bachelor’s,Service/Office,Global South,Moderate Conservative,Moderate,Strongly agree,Very worried,Neutral,Low
P0798,18-24,Female,Master’s/PhD,Tech/IT,US Northeast,Liberal,Very high,Strongly agree,Very worried,Neutral,Low
P0829,18-24,Female,Bachelor’s,Public sector,US West,Moderate Liberal,High,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0828,25-34,Other/Non-binary,Bachelor’s,Tech/IT,US West,Moderate Liberal,Very high,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0826,25-34,Female,High School or less,Public sector,US South,Liberal,Moderate,Strongly agree,Somewhat worried,Neutral,High
P0799,45+,Male,Bachelor’s,Service/Office,Global South,Liberal,High,Strongly agree,Very worried,Neutral,Medium
P0832,35-44,Male,Bachelor’s,Service/Office,US Northeast,Moderate Conservative,Moderate,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0855,35-44,Male,Master’s/PhD,Tech/IT,Other,Moderate Liberal,Very high,Strongly agree,Neutral / not very worried,Neutral,Medium
P0476,45+,Other/Non-binary,Bachelor’s,Farming/Agriculture,US Midwest,Liberal,High,Strongly agree,Very worried,Neutral,Medium
P0150,35-44,Male,High School or less,Farming/Agriculture,US South,Moderate Liberal,Moderate,Strongly agree,Very worried,Somewhat inactive,Medium
P0040,45+,Male,Bachelor’s,Construction/Outdoor,Other,Centrist,Very high,Strongly agree,Somewhat worried,Neutral,Low
P0963,25-34,Male,Bachelor’s,Service/Office,US West,Centrist,Very high,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0962,25-34,Male,Bachelor’s,Service/Office,US South,Liberal,Very low,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0043,25-34,Male,Bachelor’s,Construction/Outdoor,US South,Moderate Conservative,Moderate,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0959,18-24,Male,Bachelor’s,Construction/Outdoor,US South,Liberal,Moderate,Strongly agree,Very worried,Neutral,Low
P0045,45+,Other/Non-binary,Bachelor’s,Education/Academic,Europe-North,Centrist,High,Strongly agree,Very worried,Neutral,Medium
P0047,18-24,Female,High School or less,Service/Office,US South,Moderate Liberal,Low,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0955,25-34,Male,Bachelor’s,Service/Office,Other,Moderate Liberal,Moderate,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0052,25-34,Female,High School or less,Public sector,Global South,Liberal,Very low,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0952,25-34,Female,Master’s/PhD,Service/Office,US West,Centrist,Very high,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0057,45+,Male,Bachelor’s,Manufacturing/Industrial,US South,Liberal,High,Strongly agree,Neutral / not very worried,Somewhat inactive,High
P0950,45+,Male,High School or less,Public sector,Other,Conservative,Low,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0058,25-34,Female,Bachelor’s,Environmental/NGO,Europe-North,Moderate Liberal,Very high,Strongly agree,Very worried,Neutral,High
P0059,35-44,Male,Master’s/PhD,Service/Office,Europe-North,Liberal,Moderate,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0060,25-34,Male,High School or less,Public sector,US West,Moderate Conservative,Moderate,Strongly agree,Very worried,Neutral,High
P0061,35-44,Male,Master’s/PhD,Construction/Outdoor,Global South,Centrist,Moderate,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0945,18-24,Other/Non-binary,Master’s/PhD,Service/Office,Global South,Liberal,Moderate,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0943,45+,Other/Non-binary,High School or less,Service/Office,Europe-North,Centrist,Very high,Strongly agree,Somewhat worried,Neutral,Medium
P0942,25-34,Female,Master’s/PhD,Tech/IT,Global South,Moderate Liberal,High,Strongly agree,Very worried,Neutral,Low
P0939,45+,Male,Master’s/PhD,Public sector,Europe-North,Centrist,Very low,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0937,35-44,Female,Master’s/PhD,Public sector,US Northeast,Liberal,Very high,Strongly agree,Neutral / not very worried,Somewhat inactive,High
P0936,45+,Male,Bachelor’s,Construction/Outdoor,US South,Moderate Liberal,High,Strongly agree,Not worried at all,Somewhat inactive,Medium
P0067,35-44,Male,High School or less,Education/Academic,US West,Moderate Conservative,Very low,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0965,18-24,Female,Bachelor’s,Education/Academic,Europe-North,Liberal,Moderate,Strongly agree,Somewhat worried,Neutral,High
P0068,18-24,Male,High School or less,Tech/IT,Global South,Moderate Liberal,Low,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0967,45+,Female,Master’s/PhD,Environmental/NGO,US Northeast,Liberal,High,Strongly agree,Very worried,Neutral,Low
P0038,35-44,Female,High School or less,Education/Academic,Global South,Moderate Conservative,High,Strongly agree,Very worried,Neutral,Medium
P0997,45+,Male,Master’s/PhD,Education/Academic,US West,Liberal,Very high,Strongly agree,Somewhat worried,Neutral,High
P0003,25-34,Male,Master’s/PhD,Service/Office,US Northeast,Liberal,Moderate,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0005,18-24,Male,High School or less,Manufacturing/Industrial,Europe-North,Moderate Liberal,Moderate,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0994,18-24,Female,Bachelor’s,Tech/IT,US West,Moderate Liberal,Low,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0009,18-24,Male,High School or less,Tech/IT,Global South,Moderate Liberal,Very high,Strongly agree,Somewhat worried,Somewhat inactive,Low
P0991,45+,Female,High School or less,Tech/IT,Europe-North,Moderate Conservative,Low,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0010,45+,Male,Bachelor’s,Tech/IT,Europe-North,Moderate Liberal,Moderate,Strongly agree,Somewhat worried,Neutral,Low
P0989,25-34,Male,High School or less,Public sector,US Midwest,Moderate Liberal,Low,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0988,25-34,Female,Bachelor’s,Public sector,US Midwest,Moderate Conservative,High,Strongly agree,Very worried,Neutral,High
P0013,45+,Other/Non-binary,High School or less,Service/Office,US Northeast,Moderate Conservative,Low,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0985,35-44,Male,Master’s/PhD,Service/Office,Global South,Liberal,High,Strongly agree,Somewhat worried,Neutral,High
P0015,18-24,Male,High School or less,Tech/IT,US South,Liberal,Very high,Strongly agree,Somewhat not worried,Somewhat inactive,Low
P0017,18-24,Male,Bachelor’s,Service/Office,Global South,Moderate Conservative,Very low,Strongly agree,Somewhat worried,Somewhat inactive,Low
P0982,35-44,Female,Master’s/PhD,Education/Academic,US Northeast,Liberal,Moderate,Strongly agree,Somewhat not worried,Somewhat inactive,High
P0018,25-34,Male,Bachelor’s,Service/Office,US South,Liberal,Low,Strongly agree,Somewhat worried,Somewhat inactive,High
P0019,45+,Female,Master’s/PhD,Public sector,Global South,Liberal,High,Strongly agree,Very worried,Neutral,Medium
P0023,35-44,Other/Non-binary,High School or less,Tech/IT,US South,Moderate Liberal,Low,Strongly agree,Neutral / not very worried,Somewhat inactive,High
P0025,45+,Female,Bachelor’s,Environmental/NGO,Europe-North,Liberal,Moderate,Strongly agree,Somewhat not worried,Somewhat inactive,High
P0028,18-24,Male,Master’s/PhD,Public sector,Europe-North,Moderate Conservative,High,Strongly agree,Somewhat worried,Neutral,Low
P0030,45+,Female,Master’s/PhD,Education/Academic,Global South,Liberal,Moderate,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0033,45+,Male,Master’s/PhD,Construction/Outdoor,Other,Moderate Liberal,Very high,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0034,35-44,Male,Bachelor’s,Manufacturing/Industrial,Global South,Liberal,Low,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0971,35-44,Female,High School or less,Service/Office,US Midwest,Liberal,Very low,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0968,18-24,Male,Master’s/PhD,Farming/Agriculture,US West,Liberal,Moderate,Strongly agree,Somewhat worried,Neutral,Medium
P0856,18-24,Female,Bachelor’s,Education/Academic,US Midwest,Moderate Liberal,Very high,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0932,18-24,Female,Bachelor’s,Environmental/NGO,US Northeast,Liberal,Low,Strongly agree,Somewhat worried,Neutral,Medium
P0926,25-34,Male,Master’s/PhD,Manufacturing/Industrial,Europe-North,Moderate Liberal,Very high,Strongly agree,Somewhat worried,Somewhat inactive,Low
P0117,25-34,Female,Master’s/PhD,Tech/IT,US Northeast,Liberal,High,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0887,35-44,Female,Bachelor’s,Service/Office,Global South,Moderate Liberal,Very high,Strongly agree,Somewhat not worried,Somewhat inactive,Low
P0886,25-34,Female,Bachelor’s,Manufacturing/Industrial,Europe-North,Moderate Conservative,High,Strongly agree,Somewhat worried,Neutral,High
P0120,25-34,Male,High School or less,Environmental/NGO,US West,Liberal,Very high,Strongly agree,Very worried,Neutral,Low
P0781,45+,Other/Non-binary,Bachelor’s,Tech/IT,US Northeast,Liberal,High,Strongly agree,Very worried,Neutral,Medium
P0883,45+,Male,High School or less,Manufacturing/Industrial,Europe-North,Liberal,High,Strongly agree,Very worried,Neutral,Medium
P0882,25-34,Other/Non-binary,Bachelor’s,Tech/IT,US West,Liberal,Very low,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0881,25-34,Other/Non-binary,High School or less,Farming/Agriculture,Europe-North,Moderate Liberal,Moderate,Strongly agree,Not worried at all,Somewhat inactive,Low
P0121,45+,Female,High School or less,Service/Office,Global South,Liberal,High,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0877,25-34,Female,Bachelor’s,Education/Academic,Other,Moderate Liberal,High,Strongly agree,Somewhat worried,Neutral,Low
P0127,45+,Female,High School or less,Tech/IT,US West,Liberal,Very high,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0128,35-44,Male,High School or less,Manufacturing/Industrial,US Northeast,Moderate Liberal,Low,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0874,35-44,Female,Bachelor’s,Manufacturing/Industrial,Other,Liberal,High,Strongly agree,Somewhat not worried,Somewhat inactive,High
P0872,45+,Male,High School or less,Farming/Agriculture,US South,Liberal,Very high,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0870,35-44,Male,Master’s/PhD,Farming/Agriculture,US West,Liberal,High,Strongly agree,Very worried,Neutral,High
P0131,45+,Male,Bachelor’s,Tech/IT,Global South,Moderate Conservative,High,Strongly agree,Somewhat not worried,Somewhat inactive,High
P0132,45+,Female,Bachelor’s,Tech/IT,Global South,Liberal,Moderate,Strongly agree,Very worried,Neutral,High
P0133,18-24,Other/Non-binary,Bachelor’s,Environmental/NGO,Europe-North,Moderate Liberal,Moderate,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0142,35-44,Male,High School or less,Construction/Outdoor,Global South,Liberal,Moderate,Strongly agree,Somewhat worried,Neutral,Medium
P0862,18-24,Male,High School or less,Farming/Agriculture,US South,Moderate Conservative,Moderate,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0143,18-24,Male,Master’s/PhD,Tech/IT,Europe-North,Moderate Conservative,Moderate,Strongly agree,Neutral / not very worried,Not oriented to action,Medium
P0144,35-44,Male,Master’s/PhD,Education/Academic,Europe-North,Liberal,Low,Strongly agree,Very worried,Somewhat inactive,High
P0148,35-44,Male,Master’s/PhD,Service/Office,Global South,Moderate Conservative,High,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0889,25-34,Female,High School or less,Service/Office,Europe-North,Moderate Liberal,Low,Strongly agree,Very worried,Neutral,Low
P0929,18-24,Male,Bachelor’s,Manufacturing/Industrial,US South,Moderate Liberal,Low,Strongly agree,Somewhat not worried,Somewhat inactive,High
P0890,45+,Female,High School or less,Farming/Agriculture,Global South,Centrist,Moderate,Strongly agree,Somewhat worried,Neutral,Medium
P0892,45+,Male,High School or less,Environmental/NGO,US Northeast,Centrist,Low,Strongly agree,Neutral / not very worried,Neutral,High
P0923,35-44,Female,Bachelor’s,Construction/Outdoor,US West,Moderate Conservative,Very low,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0088,35-44,Female,Bachelor’s,Tech/IT,Europe-North,Moderate Conservative,Very low,Strongly agree,Very worried,Neutral,Low
P0920,35-44,Female,Bachelor’s,Farming/Agriculture,US South,Liberal,High,Strongly agree,Somewhat worried,Neutral,Medium
P0091,25-34,Male,Bachelor’s,Service/Office,Other,Liberal,High,Strongly agree,Somewhat not worried,Somewhat inactive,High
P0094,25-34,Male,Master’s/PhD,Farming/Agriculture,Global South,Liberal,Very high,Strongly agree,Somewhat worried,Neutral,High
P0916,18-24,Male,Bachelor’s,Service/Office,Global South,Moderate Liberal,Low,Strongly agree,Somewhat not worried,Somewhat inactive,Low
P0095,18-24,Female,High School or less,Manufacturing/Industrial,US Midwest,Liberal,Low,Strongly agree,Somewhat worried,Somewhat inactive,Low
P0097,35-44,Male,Bachelor’s,Service/Office,Other,Liberal,Very high,Strongly agree,Somewhat worried,Neutral,Medium
P0099,45+,Male,Bachelor’s,Manufacturing/Industrial,US South,Centrist,High,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0103,45+,Female,Bachelor’s,Farming/Agriculture,Other,Moderate Conservative,High,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0105,25-34,Female,Master’s/PhD,Tech/IT,US Northeast,Liberal,Very high,Strongly agree,Somewhat worried,Neutral,Medium
P0107,25-34,Female,High School or less,Manufacturing/Industrial,US South,Liberal,High,Strongly agree,Neutral / not very worried,Neutral,High
P0906,18-24,Male,Bachelor’s,Service/Office,US Northeast,Liberal,Moderate,Strongly agree,Very worried,Neutral,Medium
P0108,25-34,Female,Bachelor’s,Public sector,Global South,Liberal,Low,Strongly agree,Somewhat not worried,Somewhat inactive,Low
P0903,25-34,Other/Non-binary,Bachelor’s,Construction/Outdoor,US South,Moderate Liberal,High,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0110,18-24,Female,High School or less,Tech/IT,Europe-North,Moderate Liberal,High,Strongly agree,Very worried,Neutral,Medium
P0901,35-44,Female,Master’s/PhD,Education/Academic,Global South,Liberal,Moderate,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0900,25-34,Other/Non-binary,High School or less,Tech/IT,US West,Liberal,Low,Strongly agree,Very worried,Neutral,Low
P0113,35-44,Female,Bachelor’s,Construction/Outdoor,US Northeast,Moderate Liberal,High,Strongly agree,Somewhat worried,Neutral,Medium
P0896,25-34,Male,High School or less,Service/Office,Europe-North,Liberal,High,Strongly agree,Neutral / not very worried,Somewhat inactive,High
P0115,45+,Male,Master’s/PhD,Tech/IT,US South,Centrist,Very high,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0894,35-44,Female,Bachelor’s,Public sector,Europe-North,Moderate Liberal,Moderate,Strongly agree,Neutral / not very worried,Somewhat inactive,High
P0893,18-24,Male,Bachelor’s,Education/Academic,US West,Liberal,Very high,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0116,45+,Female,High School or less,Manufacturing/Industrial,US West,Moderate Liberal,Moderate,Strongly agree,Somewhat worried,Neutral,Medium
P0884,25-34,Male,Master’s/PhD,Tech/IT,Global South,Liberal,Very high,Strongly agree,Very worried,Somewhat inactive,Medium
P0255,18-24,Female,Bachelor’s,Service/Office,Other,Liberal,High,Strongly agree,Very worried,Neutral,Medium
P0776,25-34,Female,Master’s/PhD,Construction/Outdoor,US Midwest,Centrist,Moderate,Strongly agree,Somewhat worried,Somewhat inactive,Low
P0382,45+,Other/Non-binary,High School or less,Construction/Outdoor,Europe-North,Liberal,Low,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0384,25-34,Female,High School or less,Service/Office,Europe-North,Moderate Liberal,Moderate,Strongly agree,Somewhat worried,Somewhat inactive,Low
P0385,25-34,Male,High School or less,Tech/IT,US South,Liberal,High,Strongly agree,Somewhat worried,Neutral,High
P0580,45+,Female,Master’s/PhD,Environmental/NGO,Other,Moderate Liberal,Moderate,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0578,25-34,Female,Bachelor’s,Construction/Outdoor,Global South,Conservative,Moderate,Strongly agree,Very worried,Neutral,Medium
P0390,45+,Male,Bachelor’s,Tech/IT,Global South,Liberal,Very high,Strongly agree,Somewhat worried,Neutral,Medium
P0575,35-44,Female,Bachelor’s,Tech/IT,Europe-North,Centrist,High,Strongly agree,Neutral / not very worried,Neutral,Medium
P0572,25-34,Male,Bachelor’s,Farming/Agriculture,Global South,Liberal,High,Strongly agree,Somewhat worried,Neutral,Medium
P0570,45+,Male,Bachelor’s,Tech/IT,Global South,Liberal,Moderate,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0397,45+,Other/Non-binary,Bachelor’s,Farming/Agriculture,US West,Moderate Liberal,High,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0567,35-44,Male,Master’s/PhD,Manufacturing/Industrial,US Northeast,Liberal,Moderate,Strongly agree,Very worried,Somewhat inactive,Low
P0398,25-34,Male,Bachelor’s,Service/Office,US West,Moderate Liberal,High,Strongly agree,Somewhat not worried,Somewhat inactive,Low
P0565,25-34,Female,High School or less,Tech/IT,Global South,Moderate Liberal,Low,Strongly agree,Neutral / not very worried,Neutral,Medium
P0400,35-44,Male,High School or less,Farming/Agriculture,Europe-North,Liberal,Very high,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0404,25-34,Female,High School or less,Public sector,Europe-North,Moderate Liberal,Moderate,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0562,45+,Male,High School or less,Service/Office,Europe-North,Liberal,Very high,Strongly agree,Neutral / not very worried,Neutral,Low
P0405,18-24,Female,High School or less,Construction/Outdoor,US South,Liberal,Low,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0560,45+,Other/Non-binary,High School or less,Environmental/NGO,US South,Centrist,Very low,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0559,18-24,Other/Non-binary,Bachelor’s,Farming/Agriculture,US West,Moderate Conservative,Very high,Strongly agree,Somewhat worried,Neutral,High
P0558,25-34,Other/Non-binary,Bachelor’s,Service/Office,US South,Conservative,High,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0408,25-34,Male,Master’s/PhD,Service/Office,US West,Moderate Liberal,Moderate,Strongly agree,Somewhat worried,Neutral,Low
P0556,25-34,Female,Bachelor’s,Environmental/NGO,US Midwest,Moderate Liberal,High,Strongly agree,Very worried,Neutral,Low
P0555,18-24,Male,High School or less,Manufacturing/Industrial,Other,Centrist,Very low,Strongly agree,Somewhat worried,Neutral,Low
P0380,45+,Female,High School or less,Construction/Outdoor,US South,Centrist,High,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0587,35-44,Female,Bachelor’s,Tech/IT,Global South,Moderate Conservative,Moderate,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0588,45+,Male,Bachelor’s,Tech/IT,US South,Liberal,Very high,Strongly agree,Somewhat not worried,Somewhat inactive,Low
P0378,35-44,Male,High School or less,Environmental/NGO,Europe-North,Liberal,Low,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0356,25-34,Male,High School or less,Public sector,US West,Centrist,Moderate,Strongly agree,Somewhat worried,Somewhat inactive,Low
P0357,35-44,Female,Master’s/PhD,Manufacturing/Industrial,Europe-North,Liberal,High,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0360,35-44,Male,High School or less,Public sector,US Northeast,Liberal,Moderate,Strongly agree,Very worried,Neutral,Medium
P0363,45+,Male,Bachelor’s,Tech/IT,US South,Moderate Liberal,Very high,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0364,18-24,Male,Bachelor’s,Tech/IT,US Northeast,Moderate Conservative,Moderate,Strongly agree,Very worried,Neutral,Medium
P0611,25-34,Male,Bachelor’s,Construction/Outdoor,Europe-North,Liberal,Very high,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0610,35-44,Male,High School or less,Farming/Agriculture,US Northeast,Liberal,Moderate,Strongly agree,Somewhat worried,Neutral,Medium
P0608,45+,Female,Bachelor’s,Service/Office,US West,Liberal,High,Strongly agree,Neutral / not very worried,Somewhat inactive,High
P0366,25-34,Female,Bachelor’s,Education/Academic,Europe-North,Liberal,Very high,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0606,18-24,Female,High School or less,Education/Academic,US South,Moderate Conservative,Low,Strongly agree,Somewhat worried,Neutral,Low
P0367,45+,Male,High School or less,Tech/IT,Global South,Centrist,High,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0554,45+,Other/Non-binary,Master’s/PhD,Service/Office,US Midwest,Centrist,Moderate,Strongly agree,Very worried,Neutral,Medium
P0368,25-34,Male,Bachelor’s,Manufacturing/Industrial,Global South,Moderate Liberal,High,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0371,45+,Male,High School or less,Construction/Outdoor,Other,Moderate Liberal,Very high,Strongly agree,Very worried,Neutral,Medium
P0373,45+,Male,High School or less,Tech/IT,Europe-North,Liberal,High,Strongly agree,Very worried,Neutral,High
P0374,45+,Female,Bachelor’s,Service/Office,Europe-North,Centrist,Moderate,Strongly agree,Somewhat worried,Neutral,Low
P0597,35-44,Male,Bachelor’s,Public sector,Global South,Liberal,High,Strongly agree,Very worried,Neutral,High
P0375,45+,Male,Master’s/PhD,Manufacturing/Industrial,Europe-North,Liberal,Moderate,Strongly agree,Somewhat worried,Neutral,High
P0595,45+,Female,Bachelor’s,Manufacturing/Industrial,US Northeast,Liberal,High,Strongly agree,Not worried at all,Not oriented to action,Low
P0594,25-34,Female,Master’s/PhD,Service/Office,Europe-North,Centrist,Very high,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0593,35-44,Male,Master’s/PhD,Tech/IT,Other,Moderate Liberal,High,Strongly agree,Very worried,Neutral,Medium
P0592,45+,Male,Master’s/PhD,Service/Office,Europe-North,Liberal,High,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0591,45+,Male,Bachelor’s,Construction/Outdoor,US West,Moderate Liberal,High,Strongly agree,Somewhat not worried,Somewhat inactive,High
P0377,45+,Female,Master’s/PhD,Service/Office,US West,Centrist,Very high,Strongly agree,Neutral / not very worried,Neutral,Low
