PersonaID,AgeGroup,Gender,EducationLevel,OccupationSector,Region,PoliticalIdeology,Trust_ScienceInstitutions,Belief_ClimateExists,Belief_HumanContribution,Emotional_WorryAboutClimate,BehaviouralOrientation,SocialConnectivity
P0567,35-44,Male,Master’s/PhD,Manufacturing/Industrial,US Northeast,Liberal,Moderate,Strongly agree,Neutral,Very worried,Somewhat inactive,Low
P0568,25-34,Male,High School or less,Service/Office,US West,Moderate Conservative,High,Neutral,Slightly agree,Somewhat not worried,Somewhat inactive,High
P0569,25-34,Male,High School or less,Manufacturing/Industrial,US West,Conservative,Low,Strongly disagree,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0570,45+,Male,Bachelor’s,Tech/IT,Global South,Liberal,Moderate,Strongly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0571,35-44,Male,Bachelor’s,Service/Office,Global South,Moderate Conservative,Low,Neutral,Slightly agree,Very worried,Neutral,Low
P0572,25-34,Male,Bachelor’s,Farming/Agriculture,Global South,Liberal,High,Strongly agree,Neutral,Somewhat worried,Neutral,Medium
P0573,45+,Female,High School or less,Education/Academic,US West,Centrist,High,Slightly agree,Slightly agree,Somewhat worried,Neutral,Low
P0574,18-24,Male,Bachelor’s,Public sector,Europe-North,Liberal,Very low,Slightly agree,Neutral,Somewhat not worried,Somewhat inactive,Medium
P0575,35-44,Female,Bachelor’s,Tech/IT,Europe-North,Centrist,High,Strongly agree,Strongly agree,Neutral / not very worried,Neutral,Medium
P0576,25-34,Male,Master’s/PhD,Farming/Agriculture,US South,Moderate Liberal,Moderate,Slightly agree,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0577,18-24,Male,High School or less,Education/Academic,US West,Centrist,Moderate,Neutral,Strongly agree,Very worried,Neutral,High
P0578,25-34,Female,Bachelor’s,Construction/Outdoor,Global South,Conservative,Moderate,Strongly agree,Slightly disagree,Very worried,Neutral,Medium
P0579,45+,Other/Non-binary,Bachelor’s,Service/Office,Europe-North,Liberal,Low,Slightly agree,Strongly agree,Very worried,Neutral,Low
P0580,45+,Female,Master’s/PhD,Environmental/NGO,Other,Moderate Liberal,Moderate,Strongly agree,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0581,35-44,Male,Bachelor’s,Manufacturing/Industrial,US West,Liberal,Very high,Neutral,Strongly agree,Very worried,Neutral,Medium
P0582,35-44,Male,Master’s/PhD,Manufacturing/Industrial,US West,Moderate Conservative,Very low,Slightly disagree,Strongly disagree,Somewhat worried,Somewhat inactive,Low
P0583,45+,Male,Master’s/PhD,Tech/IT,Global South,Moderate Conservative,Low,Neutral,Slightly disagree,Somewhat worried,Somewhat inactive,Medium
P0584,25-34,Other/Non-binary,Bachelor’s,Education/Academic,US Midwest,Conservative,Low,Neutral,Strongly disagree,Somewhat worried,Somewhat inactive,Low
P0585,25-34,Male,Master’s/PhD,Manufacturing/Industrial,US South,Conservative,Low,Slightly disagree,Slightly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0586,18-24,Female,Master’s/PhD,Public sector,US West,Moderate Liberal,Moderate,Slightly agree,Slightly disagree,Neutral / not very worried,Somewhat inactive,Low
P0587,35-44,Female,Bachelor’s,Tech/IT,Global South,Moderate Conservative,Moderate,Strongly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0588,45+,Male,Bachelor’s,Tech/IT,US South,Liberal,Very high,Strongly agree,Neutral,Somewhat not worried,Somewhat inactive,Low
P0589,45+,Female,Master’s/PhD,Manufacturing/Industrial,US West,Moderate Conservative,High,Neutral,Neutral,Somewhat not worried,Somewhat inactive,High
P0590,25-34,Male,Master’s/PhD,Environmental/NGO,Global South,Liberal,Low,Neutral,Neutral,Somewhat worried,Somewhat inactive,Low
P0591,45+,Male,Bachelor’s,Construction/Outdoor,US West,Moderate Liberal,High,Strongly agree,Strongly agree,Somewhat not worried,Somewhat inactive,High
P0592,45+,Male,Master’s/PhD,Service/Office,Europe-North,Liberal,High,Strongly agree,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0593,35-44,Male,Master’s/PhD,Tech/IT,Other,Moderate Liberal,High,Strongly agree,Strongly agree,Very worried,Neutral,Medium
P0594,25-34,Female,Master’s/PhD,Service/Office,Europe-North,Centrist,Very high,Strongly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0595,45+,Female,Bachelor’s,Manufacturing/Industrial,US Northeast,Liberal,High,Strongly agree,Slightly disagree,Not worried at all,Not oriented to action,Low
P0596,45+,Female,Bachelor’s,Farming/Agriculture,US South,Centrist,High,Slightly agree,Strongly agree,Not worried at all,Somewhat inactive,Medium
P0597,35-44,Male,Bachelor’s,Public sector,Global South,Liberal,High,Strongly agree,Strongly agree,Very worried,Neutral,High
P0598,18-24,Female,Master’s/PhD,Education/Academic,Other,Moderate Liberal,Moderate,Slightly agree,Neutral,Very worried,Somewhat inactive,Medium
P0599,45+,Male,Master’s/PhD,Education/Academic,US Midwest,Conservative,Moderate,Strongly disagree,Strongly agree,Very worried,Neutral,Medium
P0600,18-24,Male,Bachelor’s,Service/Office,Other,Conservative,Very high,Neutral,Slightly agree,Somewhat worried,Neutral,Medium
P0601,45+,Female,High School or less,Farming/Agriculture,Global South,Liberal,High,Strongly agree,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0602,35-44,Other/Non-binary,Bachelor’s,Tech/IT,US West,Liberal,Moderate,Slightly agree,Slightly disagree,Very worried,Somewhat inactive,Medium
P0603,35-44,Male,Bachelor’s,Environmental/NGO,Global South,Liberal,Very high,Slightly agree,Strongly agree,Somewhat worried,Neutral,Low
P0604,35-44,Male,Master’s/PhD,Tech/IT,Other,Moderate Liberal,Moderate,Slightly agree,Strongly disagree,Somewhat worried,Somewhat inactive,Medium
P0605,18-24,Female,High School or less,Farming/Agriculture,US Northeast,Conservative,Moderate,Neutral,Strongly agree,Not worried at all,Somewhat inactive,Low
P0606,18-24,Female,High School or less,Education/Academic,US South,Moderate Conservative,Low,Strongly agree,Neutral,Somewhat worried,Neutral,Low
P0607,25-34,Female,High School or less,Tech/IT,Global South,Centrist,Moderate,Slightly disagree,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0608,45+,Female,Bachelor’s,Service/Office,US West,Liberal,High,Strongly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,High
P0609,35-44,Female,Bachelor’s,Manufacturing/Industrial,US West,Conservative,Moderate,Slightly agree,Strongly agree,Somewhat not worried,Somewhat inactive,Low
P0610,35-44,Male,High School or less,Farming/Agriculture,US Northeast,Liberal,Moderate,Strongly agree,Neutral,Somewhat worried,Neutral,Medium
P0611,25-34,Male,Bachelor’s,Construction/Outdoor,Europe-North,Liberal,Very high,Strongly agree,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0612,35-44,Female,Bachelor’s,Tech/IT,US South,Conservative,Low,Slightly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0613,45+,Male,Bachelor’s,Farming/Agriculture,US Midwest,Liberal,High,Slightly agree,Neutral,Not worried at all,Not oriented to action,Medium
P0614,35-44,Female,Master’s/PhD,Service/Office,Europe-North,Moderate Conservative,High,Slightly agree,Strongly agree,Very worried,Neutral,High
P0615,18-24,Other/Non-binary,Master’s/PhD,Construction/Outdoor,Europe-North,Centrist,High,Neutral,Slightly agree,Very worried,Neutral,Medium
P0616,35-44,Female,High School or less,Construction/Outdoor,US Midwest,Moderate Conservative,Very low,Neutral,Strongly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0617,35-44,Female,High School or less,Farming/Agriculture,Europe-North,Moderate Conservative,Very low,Slightly disagree,Slightly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0618,25-34,Female,Bachelor’s,Tech/IT,Europe-North,Moderate Conservative,Low,Neutral,Slightly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0619,25-34,Male,Master’s/PhD,Service/Office,US West,Centrist,Low,Slightly agree,Neutral,Very worried,Neutral,Medium
P0620,18-24,Male,High School or less,Construction/Outdoor,Other,Moderate Liberal,Moderate,Neutral,Neutral,Very worried,Neutral,Medium
P0621,45+,Other/Non-binary,Master’s/PhD,Tech/IT,Global South,Moderate Conservative,Moderate,Slightly disagree,Slightly agree,Somewhat worried,Somewhat inactive,Low
P0622,35-44,Male,High School or less,Tech/IT,US Midwest,Moderate Liberal,Very low,Strongly agree,Slightly agree,Very worried,Neutral,High
P0623,45+,Male,High School or less,Education/Academic,Global South,Liberal,Very high,Strongly agree,Strongly agree,Very worried,Neutral,Medium
P0624,25-34,Male,Bachelor’s,Farming/Agriculture,Global South,Moderate Liberal,Very high,Slightly agree,Strongly agree,Somewhat worried,Neutral,Low
P0625,45+,Male,Bachelor’s,Public sector,US Midwest,Liberal,Moderate,Slightly agree,Slightly disagree,Somewhat not worried,Somewhat inactive,High
P0626,18-24,Female,Master’s/PhD,Public sector,US Midwest,Moderate Liberal,High,Slightly agree,Slightly agree,Very worried,Neutral,Medium
P0627,25-34,Male,Master’s/PhD,Service/Office,US West,Moderate Conservative,High,Slightly disagree,Strongly agree,Somewhat worried,Neutral,High
P0628,25-34,Female,Bachelor’s,Tech/IT,US Midwest,Moderate Conservative,Moderate,Slightly agree,Neutral,Somewhat worried,Somewhat inactive,Medium
P0629,35-44,Female,Master’s/PhD,Service/Office,US Northeast,Liberal,Very high,Slightly agree,Neutral,Very worried,Neutral,Medium
P0630,45+,Male,High School or less,Education/Academic,Europe-North,Centrist,Very low,Strongly agree,Slightly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0631,35-44,Male,Bachelor’s,Tech/IT,Europe-North,Moderate Liberal,Moderate,Slightly disagree,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0632,45+,Female,Bachelor’s,Construction/Outdoor,Europe-North,Moderate Conservative,Moderate,Neutral,Slightly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0633,18-24,Male,High School or less,Service/Office,Global South,Moderate Conservative,High,Strongly disagree,Strongly agree,Very worried,Neutral,Medium
P0634,35-44,Female,High School or less,Farming/Agriculture,Global South,Centrist,High,Neutral,Slightly agree,Not worried at all,Somewhat inactive,High
P0635,18-24,Male,Bachelor’s,Service/Office,US Northeast,Moderate Conservative,High,Slightly agree,Slightly agree,Somewhat worried,Somewhat inactive,Low
P0636,45+,Other/Non-binary,Bachelor’s,Public sector,Europe-North,Centrist,Moderate,Slightly agree,Strongly agree,Somewhat not worried,Somewhat inactive,Low
P0637,35-44,Female,Bachelor’s,Manufacturing/Industrial,US South,Centrist,Low,Slightly agree,Strongly agree,Neutral / not very worried,Neutral,Low
P0638,18-24,Male,Master’s/PhD,Service/Office,US West,Moderate Liberal,High,Slightly agree,Strongly agree,Somewhat worried,Neutral,Medium
P0639,35-44,Male,Bachelor’s,Public sector,US West,Conservative,Low,Slightly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,High
P0640,45+,Female,High School or less,Construction/Outdoor,US West,Moderate Conservative,Very low,Slightly agree,Strongly disagree,Neutral / not very worried,Not oriented to action,Medium
P0641,18-24,Female,High School or less,Construction/Outdoor,US West,Conservative,Moderate,Neutral,Neutral,Very worried,Neutral,Medium
P0642,18-24,Female,Master’s/PhD,Construction/Outdoor,Global South,Centrist,Very high,Slightly agree,Slightly agree,Somewhat worried,Neutral,Medium
P0643,35-44,Other/Non-binary,Master’s/PhD,Service/Office,Global South,Centrist,Moderate,Slightly agree,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0644,45+,Male,Master’s/PhD,Tech/IT,US West,Liberal,High,Strongly agree,Slightly disagree,Somewhat not worried,Not oriented to action,Low
P0645,35-44,Female,Bachelor’s,Tech/IT,Global South,Moderate Conservative,Moderate,Strongly agree,Slightly agree,Very worried,Neutral,Medium
P0646,35-44,Male,Bachelor’s,Construction/Outdoor,US West,Conservative,High,Strongly disagree,Strongly agree,Very worried,Neutral,Low
P0647,25-34,Female,Master’s/PhD,Service/Office,Global South,Centrist,High,Strongly agree,Neutral,Very worried,Somewhat inactive,Medium
P0648,25-34,Female,High School or less,Manufacturing/Industrial,US Midwest,Liberal,High,Strongly agree,Strongly agree,Very worried,Neutral,Medium
P0649,25-34,Male,Bachelor’s,Manufacturing/Industrial,US Northeast,Liberal,High,Strongly agree,Strongly agree,Somewhat worried,Neutral,Medium
P0650,45+,Male,High School or less,Education/Academic,Europe-North,Centrist,Low,Slightly agree,Strongly agree,Very worried,Neutral,Medium
P0651,25-34,Female,Bachelor’s,Manufacturing/Industrial,Global South,Moderate Liberal,Very low,Slightly agree,Slightly agree,Somewhat worried,Neutral,Low
P0652,25-34,Male,High School or less,Tech/IT,US South,Conservative,Moderate,Strongly disagree,Neutral,Somewhat worried,Neutral,Medium
P0653,45+,Female,High School or less,Service/Office,Global South,Moderate Liberal,Very low,Strongly agree,Strongly disagree,Somewhat worried,Somewhat inactive,Medium
P0654,45+,Male,Bachelor’s,Tech/IT,Europe-North,Centrist,Very high,Neutral,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0655,18-24,Male,Bachelor’s,Manufacturing/Industrial,US West,Centrist,Very low,Slightly agree,Slightly disagree,Somewhat worried,Neutral,Medium
P0656,45+,Female,High School or less,Environmental/NGO,US South,Centrist,Moderate,Strongly agree,Neutral,Neutral / not very worried,Somewhat inactive,High
P0657,35-44,Other/Non-binary,Bachelor’s,Service/Office,Global South,Moderate Conservative,Low,Neutral,Slightly disagree,Neutral / not very worried,Somewhat inactive,High
P0658,18-24,Female,Bachelor’s,Tech/IT,US West,Moderate Conservative,Low,Slightly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0659,18-24,Female,Master’s/PhD,Service/Office,US South,Liberal,Very high,Neutral,Strongly agree,Very worried,Neutral,Medium
P0660,25-34,Female,High School or less,Service/Office,US West,Moderate Liberal,Very low,Slightly agree,Slightly agree,Very worried,Neutral,Low
P0661,25-34,Female,Bachelor’s,Service/Office,Europe-North,Moderate Conservative,Moderate,Neutral,Slightly agree,Very worried,Neutral,High
P0662,18-24,Male,Bachelor’s,Manufacturing/Industrial,Europe-North,Moderate Conservative,High,Neutral,Strongly disagree,Neutral / not very worried,Not oriented to action,Medium
P0663,25-34,Female,Bachelor’s,Public sector,Europe-North,Conservative,Very high,Strongly disagree,Strongly agree,Not worried at all,Somewhat inactive,Medium
P0664,35-44,Female,Bachelor’s,Education/Academic,Global South,Liberal,High,Strongly agree,Strongly agree,Very worried,Neutral,High
P0665,18-24,Female,High School or less,Education/Academic,Other,Moderate Liberal,Very high,Strongly agree,Strongly agree,Somewhat worried,Neutral,Medium
P0666,18-24,Female,Master’s/PhD,Tech/IT,Europe-North,Moderate Liberal,Very high,Strongly agree,Strongly agree,Somewhat worried,Neutral,High
P0667,25-34,Female,Master’s/PhD,Education/Academic,Europe-North,Moderate Conservative,Moderate,Neutral,Strongly agree,Very worried,Neutral,High
P0668,25-34,Female,High School or less,Construction/Outdoor,Other,Moderate Liberal,High,Slightly agree,Strongly agree,Neutral / not very worried,Neutral,Medium
P0669,25-34,Male,High School or less,Education/Academic,US South,Centrist,Low,Strongly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,Low
P0670,35-44,Male,Master’s/PhD,Education/Academic,US West,Moderate Liberal,Very high,Strongly agree,Strongly agree,Very worried,Neutral,Low
P0671,18-24,Female,Bachelor’s,Manufacturing/Industrial,US West,Moderate Conservative,Moderate,Slightly agree,Neutral,Very worried,Neutral,Medium
P0672,25-34,Other/Non-binary,Master’s/PhD,Manufacturing/Industrial,Global South,Moderate Conservative,Very high,Slightly agree,Strongly agree,Somewhat worried,Somewhat inactive,High
P0673,35-44,Female,High School or less,Service/Office,Global South,Conservative,Moderate,Slightly agree,Strongly agree,Somewhat not worried,Somewhat inactive,Low
P0674,25-34,Female,Bachelor’s,Environmental/NGO,Europe-North,Moderate Liberal,Moderate,Slightly disagree,Slightly agree,Somewhat worried,Somewhat inactive,High
P0675,35-44,Female,High School or less,Construction/Outdoor,US Northeast,Liberal,High,Strongly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0676,25-34,Female,High School or less,Construction/Outdoor,Other,Moderate Liberal,Very high,Strongly agree,Strongly agree,Somewhat worried,Neutral,High
P0677,35-44,Female,High School or less,Farming/Agriculture,US Midwest,Liberal,Low,Slightly agree,Slightly agree,Somewhat worried,Somewhat inactive,High
P0678,18-24,Female,Master’s/PhD,Farming/Agriculture,Europe-North,Moderate Liberal,Moderate,Strongly agree,Slightly disagree,Very worried,Neutral,Medium
P0679,45+,Female,Master’s/PhD,Environmental/NGO,Other,Conservative,Low,Strongly agree,Strongly agree,Somewhat not worried,Somewhat inactive,Low
P0680,18-24,Male,Bachelor’s,Tech/IT,Other,Liberal,Very high,Strongly agree,Strongly agree,Somewhat worried,Neutral,Low
P0681,25-34,Male,Master’s/PhD,Public sector,Global South,Conservative,Low,Slightly agree,Strongly agree,Somewhat worried,Neutral,Medium
P0682,18-24,Female,Master’s/PhD,Tech/IT,Europe-North,Centrist,High,Slightly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0683,35-44,Male,Bachelor’s,Public sector,Europe-North,Liberal,High,Strongly agree,Neutral,Somewhat worried,Somewhat inactive,Medium
P0684,45+,Female,Master’s/PhD,Service/Office,Europe-North,Liberal,Very high,Strongly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0685,35-44,Male,Bachelor’s,Service/Office,Global South,Moderate Liberal,High,Strongly agree,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0686,18-24,Female,Bachelor’s,Tech/IT,Global South,Conservative,High,Strongly agree,Strongly agree,Very worried,Neutral,High
P0687,25-34,Male,Master’s/PhD,Tech/IT,US South,Moderate Conservative,Very low,Strongly disagree,Strongly disagree,Neutral / not very worried,Somewhat inactive,Low
P0688,18-24,Male,Master’s/PhD,Education/Academic,US West,Moderate Liberal,High,Slightly agree,Strongly agree,Somewhat worried,Neutral,Low
P0689,18-24,Male,High School or less,Education/Academic,US West,Centrist,Low,Neutral,Slightly disagree,Somewhat worried,Somewhat inactive,Low
P0690,25-34,Male,Master’s/PhD,Tech/IT,US South,Moderate Liberal,High,Strongly agree,Slightly agree,Very worried,Neutral,Low
P0691,18-24,Female,Master’s/PhD,Service/Office,US West,Moderate Conservative,High,Slightly disagree,Strongly agree,Somewhat worried,Neutral,High
P0692,45+,Other/Non-binary,High School or less,Environmental/NGO,US South,Centrist,Low,Neutral,Slightly disagree,Not worried at all,Not oriented to action,Medium
P0693,25-34,Female,High School or less,Farming/Agriculture,Europe-North,Centrist,Very low,Strongly agree,Slightly agree,Somewhat worried,Somewhat inactive,High
P0694,35-44,Female,High School or less,Farming/Agriculture,Other,Moderate Liberal,High,Slightly agree,Strongly agree,Very worried,Neutral,Medium
P0695,18-24,Female,Bachelor’s,Construction/Outdoor,US Midwest,Centrist,Moderate,Strongly agree,Strongly disagree,Somewhat not worried,Not oriented to action,High
P0696,25-34,Male,Bachelor’s,Service/Office,Europe-North,Conservative,Moderate,Slightly disagree,Neutral,Somewhat worried,Somewhat inactive,High
P0697,18-24,Male,Bachelor’s,Education/Academic,Europe-North,Conservative,Low,Neutral,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0698,45+,Female,Bachelor’s,Tech/IT,US South,Centrist,Low,Strongly agree,Slightly agree,Somewhat not worried,Somewhat inactive,Low
P0699,35-44,Other/Non-binary,High School or less,Tech/IT,US West,Conservative,Moderate,Strongly disagree,Strongly agree,Neutral / not very worried,Neutral,Medium
P0700,45+,Female,Bachelor’s,Construction/Outdoor,US West,Conservative,Moderate,Strongly disagree,Strongly agree,Very worried,Neutral,Low
P0701,25-34,Female,High School or less,Service/Office,US West,Liberal,Moderate,Slightly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,Low
P0702,25-34,Male,High School or less,Public sector,US South,Moderate Conservative,Moderate,Strongly agree,Slightly agree,Very worried,Neutral,Low
P0703,18-24,Female,Master’s/PhD,Construction/Outdoor,US Northeast,Liberal,High,Strongly agree,Strongly agree,Very worried,Neutral,Low
P0704,35-44,Male,Bachelor’s,Construction/Outdoor,US Northeast,Moderate Conservative,High,Neutral,Neutral,Somewhat not worried,Not oriented to action,Medium
P0705,45+,Female,Bachelor’s,Manufacturing/Industrial,US Northeast,Liberal,Moderate,Slightly agree,Slightly disagree,Somewhat worried,Somewhat inactive,Medium
P0706,18-24,Male,Master’s/PhD,Service/Office,US Midwest,Moderate Conservative,High,Slightly disagree,Slightly agree,Somewhat not worried,Somewhat inactive,High
P0707,18-24,Male,High School or less,Manufacturing/Industrial,Europe-North,Liberal,High,Strongly agree,Slightly disagree,Very worried,Somewhat inactive,Medium
P0708,25-34,Male,Bachelor’s,Manufacturing/Industrial,US West,Centrist,Very high,Slightly disagree,Strongly agree,Somewhat worried,Neutral,High
P0709,25-34,Male,Bachelor’s,Environmental/NGO,US Midwest,Centrist,Very low,Slightly disagree,Slightly agree,Not worried at all,Not oriented to action,Medium
P0710,45+,Female,Bachelor’s,Environmental/NGO,Europe-North,Moderate Liberal,Moderate,Neutral,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0711,25-34,Female,Bachelor’s,Service/Office,Europe-North,Liberal,Moderate,Slightly disagree,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0712,25-34,Female,Master’s/PhD,Tech/IT,US Northeast,Moderate Liberal,High,Strongly agree,Strongly agree,Very worried,Neutral,Low
P0713,35-44,Other/Non-binary,Bachelor’s,Manufacturing/Industrial,US South,Centrist,Low,Slightly agree,Strongly disagree,Neutral / not very worried,Not oriented to action,Medium
P0714,18-24,Female,High School or less,Manufacturing/Industrial,Europe-North,Conservative,Low,Slightly agree,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0715,25-34,Male,Bachelor’s,Farming/Agriculture,Global South,Liberal,High,Strongly agree,Strongly agree,Very worried,Neutral,High
P0716,35-44,Female,Master’s/PhD,Manufacturing/Industrial,US Northeast,Moderate Conservative,High,Slightly disagree,Strongly agree,Very worried,Neutral,Medium
P0717,25-34,Male,Bachelor’s,Manufacturing/Industrial,Global South,Liberal,Very low,Strongly agree,Slightly agree,Somewhat worried,Neutral,Medium
P0718,45+,Female,Master’s/PhD,Education/Academic,US Northeast,Moderate Liberal,Moderate,Slightly agree,Slightly disagree,Neutral / not very worried,Somewhat inactive,High
P0719,45+,Male,Bachelor’s,Service/Office,US West,Centrist,Very high,Strongly agree,Strongly agree,Very worried,Neutral,High
P0720,18-24,Female,Bachelor’s,Service/Office,Other,Conservative,Very low,Neutral,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0721,25-34,Male,Master’s/PhD,Service/Office,Europe-North,Liberal,High,Strongly agree,Slightly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0722,35-44,Female,Bachelor’s,Tech/IT,Other,Moderate Conservative,High,Strongly agree,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0723,35-44,Female,High School or less,Service/Office,Europe-North,Moderate Liberal,Moderate,Slightly disagree,Neutral,Very worried,Somewhat inactive,Low
P0724,35-44,Other/Non-binary,Bachelor’s,Tech/IT,Other,Centrist,High,Slightly agree,Neutral,Somewhat worried,Somewhat inactive,Medium
P0725,45+,Female,Bachelor’s,Manufacturing/Industrial,US West,Conservative,Low,Strongly agree,Neutral,Somewhat not worried,Somewhat inactive,Medium
P0726,18-24,Female,Master’s/PhD,Service/Office,US South,Conservative,Moderate,Strongly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0727,35-44,Female,High School or less,Service/Office,Global South,Liberal,High,Neutral,Strongly agree,Neutral / not very worried,Somewhat inactive,High
P0728,18-24,Male,Master’s/PhD,Manufacturing/Industrial,Other,Moderate Liberal,High,Slightly agree,Neutral,Very worried,Neutral,Medium
P0729,25-34,Male,High School or less,Tech/IT,US West,Moderate Conservative,High,Strongly agree,Slightly agree,Very worried,Neutral,Medium
P0730,45+,Male,Bachelor’s,Farming/Agriculture,Europe-North,Conservative,Low,Strongly disagree,Neutral,Somewhat worried,Somewhat inactive,Medium
P0731,25-34,Female,Master’s/PhD,Education/Academic,Other,Moderate Conservative,High,Strongly agree,Strongly agree,Somewhat worried,Neutral,High
P0732,35-44,Female,Bachelor’s,Public sector,US Midwest,Centrist,Low,Strongly agree,Neutral,Somewhat not worried,Somewhat inactive,Medium
P0733,35-44,Female,Bachelor’s,Service/Office,US Midwest,Conservative,Very low,Strongly disagree,Strongly agree,Somewhat worried,Neutral,High
P0734,45+,Male,Bachelor’s,Tech/IT,US West,Centrist,Very high,Slightly agree,Neutral,Somewhat not worried,Not oriented to action,Low
P0735,45+,Other/Non-binary,Bachelor’s,Manufacturing/Industrial,US Midwest,Liberal,High,Strongly agree,Neutral,Somewhat worried,Neutral,High
P0736,45+,Male,Bachelor’s,Service/Office,Global South,Liberal,High,Strongly agree,Slightly agree,Very worried,Neutral,Medium
P0737,45+,Female,High School or less,Service/Office,Global South,Liberal,Very low,Neutral,Strongly disagree,Very worried,Somewhat inactive,Medium
P0738,35-44,Female,High School or less,Construction/Outdoor,Europe-North,Moderate Conservative,High,Neutral,Neutral,Somewhat not worried,Somewhat inactive,Low
P0739,35-44,Female,Bachelor’s,Tech/IT,Global South,Moderate Liberal,Moderate,Slightly agree,Slightly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0740,18-24,Male,High School or less,Education/Academic,Other,Moderate Conservative,High,Slightly agree,Neutral,Not worried at all,Somewhat inactive,Medium
P0741,18-24,Male,Bachelor’s,Public sector,Other,Moderate Liberal,High,Slightly agree,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0742,25-34,Male,Bachelor’s,Service/Office,US Midwest,Conservative,Low,Neutral,Neutral,Neutral / not very worried,Somewhat inactive,High
P0743,35-44,Female,Bachelor’s,Tech/IT,US South,Conservative,High,Strongly disagree,Slightly agree,Somewhat worried,Somewhat inactive,Low
P0744,35-44,Female,Bachelor’s,Environmental/NGO,US South,Moderate Conservative,High,Slightly disagree,Neutral,Neutral / not very worried,Somewhat inactive,High
P0745,45+,Male,Bachelor’s,Service/Office,Other,Moderate Conservative,Low,Strongly disagree,Neutral,Somewhat worried,Somewhat inactive,Medium
P0746,45+,Female,Bachelor’s,Service/Office,US South,Moderate Conservative,High,Slightly disagree,Strongly agree,Very worried,Neutral,Low
P0747,35-44,Female,Master’s/PhD,Tech/IT,US West,Liberal,Very high,Slightly agree,Strongly agree,Very worried,Neutral,Medium
P0748,45+,Female,High School or less,Education/Academic,Europe-North,Moderate Conservative,Very low,Strongly agree,Strongly disagree,Somewhat worried,Somewhat inactive,Low
P0749,45+,Male,Master’s/PhD,Construction/Outdoor,US Northeast,Conservative,Moderate,Slightly disagree,Strongly disagree,Neutral / not very worried,Not oriented to action,Medium
P0750,18-24,Male,Bachelor’s,Tech/IT,Other,Moderate Conservative,High,Neutral,Slightly agree,Neutral / not very worried,Somewhat inactive,Low
P0751,45+,Female,High School or less,Tech/IT,US West,Liberal,Very high,Strongly agree,Strongly agree,Somewhat worried,Neutral,High
P0752,35-44,Female,High School or less,Education/Academic,Global South,Liberal,Moderate,Strongly agree,Slightly agree,Somewhat worried,Somewhat inactive,High
P0753,18-24,Other/Non-binary,Master’s/PhD,Construction/Outdoor,Global South,Liberal,High,Strongly agree,Neutral,Somewhat worried,Somewhat inactive,Medium
P0754,35-44,Female,Master’s/PhD,Construction/Outdoor,Global South,Conservative,Low,Slightly agree,Neutral,Very worried,Neutral,Medium
P0755,45+,Male,High School or less,Construction/Outdoor,US Midwest,Centrist,Very low,Strongly agree,Strongly disagree,Somewhat worried,Somewhat inactive,Medium
P0756,35-44,Male,Master’s/PhD,Farming/Agriculture,US South,Conservative,High,Strongly disagree,Slightly agree,Somewhat worried,Neutral,Medium
